coach,year,team,win,loss,tie,winPct,PF,PA,delta
Andrew 'Andy' Kerr,1933,Colgate,6,1,1,0.8125,189,12,177
Andrew 'Andy' Kerr,1934,Colgate,7,1,0,0.875,188,38,150
Andrew 'Andy' Kerr,1935,Colgate,7,3,0,0.7,224,29,195
Andrew 'Andy' Kerr,1936,Colgate,6,3,0,0.66667,199,67,132
Andrew 'Andy' Kerr,1937,Colgate,3,5,0,0.375,89,86,3
Andrew 'Andy' Kerr,1938,Colgate,2,5,0,0.28571,39,63,-24
Andrew 'Andy' Kerr,1939,Colgate,2,5,1,0.3125,66,92,-26
Andrew 'Andy' Kerr,1940,Colgate,5,3,0,0.625,125,76,49
Andrew 'Andy' Kerr,1941,Colgate,3,3,2,0.5,150,112,38
Andrew 'Andy' Kerr,1942,Colgate,6,2,1,0.72222,172,104,68
Andrew 'Andy' Kerr,1943,Colgate,5,3,1,0.61111,128,91,37
Andrew 'Andy' Kerr,1944,Colgate,2,5,0,0.28571,79,127,-48
Andrew 'Andy' Kerr,1945,Colgate,3,4,1,0.4375,128,111,17
Andrew 'Andy' Kerr,1946,Colgate,4,4,0,0.5,154,95,59
Andrew A. Stone,1910,Tennessee,3,5,1,0.38889,50,134,-84
Andrew L. 'Andy' Smith,1909,Pennsylvania,7,1,2,0.8,146,38,108
Andrew L. 'Andy' Smith,1910,Pennsylvania,9,1,1,0.86364,184,19,165
Andrew L. 'Andy' Smith,1911,Pennsylvania,7,4,0,0.63636,131,83,48
Andrew L. 'Andy' Smith,1912,Pennsylvania,7,4,0,0.63636,191,106,85
Andrew L. 'Andy' Smith,1913,Purdue,4,1,2,0.71429,171,20,151
Andrew L. 'Andy' Smith,1914,Purdue,5,2,0,0.71429,157,63,94
Andrew L. 'Andy' Smith,1915,Purdue,3,3,1,0.5,62,62,0
Andrew L. 'Andy' Smith,1916,California,6,4,1,0.59091,192,103,89
Andrew L. 'Andy' Smith,1917,California,5,5,1,0.5,149,104,45
Andrew L. 'Andy' Smith,1918,California,7,2,0,0.77778,187,62,125
Andrew L. 'Andy' Smith,1919,California,6,2,1,0.72222,147,64,83
Andrew L. 'Andy' Smith,1920,California,9,0,0,1,510,14,496
Andrew L. 'Andy' Smith,1921,California,9,0,1,0.95,312,33,279
Andrew L. 'Andy' Smith,1922,California,9,0,0,1,398,34,364
Andrew L. 'Andy' Smith,1923,California,9,0,1,0.95,182,7,175
Andrew L. 'Andy' Smith,1924,California,8,0,2,0.9,162,51,111
Andrew L. 'Andy' Smith,1925,California,6,3,0,0.66667,192,49,143
Andy Gustafson,1926,Virginia Tech,5,3,1,0.61111,134,80,54
Andy Gustafson,1927,Virginia Tech,5,4,0,0.55556,125,48,77
Andy Gustafson,1928,Virginia Tech,7,2,0,0.77778,198,92,106
Andy Gustafson,1929,Virginia Tech,5,4,0,0.55556,170,128,42
Andy Gustafson,1948,Miami (FL),4,6,0,0.4,154,179,-25
Andy Gustafson,1949,Miami (FL),6,3,0,0.66667,165,96,69
Andy Gustafson,1950,Miami (FL),9,1,1,0.86364,251,97,154
Andy Gustafson,1951,Miami (FL),8,3,0,0.72727,196,126,70
Andy Gustafson,1952,Miami (FL),4,7,0,0.36364,181,192,-11
Andy Gustafson,1953,Miami (FL),4,5,0,0.44444,155,137,18
Andy Gustafson,1954,Miami (FL),8,1,0,0.88889,257,94,163
Andy Gustafson,1955,Miami (FL),6,3,0,0.66667,181,81,100
Andy Gustafson,1956,Miami (FL),8,1,1,0.85,161,53,108
Andy Gustafson,1957,Miami (FL),5,4,1,0.55,161,103,58
Andy Gustafson,1958,Miami (FL),2,8,0,0.2,88,195,-107
Andy Gustafson,1959,Miami (FL),6,4,0,0.6,140,140,0
Andy Gustafson,1960,Miami (FL),6,4,0,0.6,163,143,20
Andy Gustafson,1961,Miami (FL),7,4,0,0.63636,146,85,61
Andy Gustafson,1962,Miami (FL),7,4,0,0.63636,189,217,-28
Andy Gustafson,1963,Miami (FL),3,7,0,0.3,116,174,-58
Andy McCollum,1999,Middle Tennessee State,3,8,0,0.27273,272,379,-107
Andy McCollum,2000,Middle Tennessee State,6,5,0,0.54545,350,316,34
Andy McCollum,2001,Middle Tennessee State,8,3,0,0.72727,408,286,122
Andy McCollum,2002,Middle Tennessee State,4,8,0,0.33333,297,332,-35
Andy McCollum,2003,Middle Tennessee State,4,8,0,0.33333,332,375,-43
Andy McCollum,2004,Middle Tennessee State,5,6,0,0.45455,269,293,-24
Andy McCollum,2005,Middle Tennessee State,4,7,0,0.36364,210,206,4
Anson F. Harrold,1893,Pittsburgh,0,5,0,0,14,78,-64
Anthony Cavallo,1955,New Mexico State,3,7,0,0.3,141,226,-85
Anthony Cavallo,1956,New Mexico State,1,9,0,0.1,131,276,-145
Anthony Cavallo,1957,New Mexico State,3,7,0,0.3,157,215,-58
Anthony Savage,1918,Washington,1,1,0,0.5,6,7,-1
Anthony Savage,1919,New Mexico State,2,3,1,0.41667,83,69,14
Anthony W. Chez,1900,Wabash (IN),5,4,0,0.55556,80,94,-14
Anthony W. Chez,1901,DePauw (IN),8,3,0,0.72727,197,73,124
Anthony W. Chez,1902,Cincinnati,4,2,2,0.625,58,45,13
Anthony W. Chez,1903,Cincinnati,1,8,0,0.11111,39,141,-102
Anthony W. Chez,1904,West Virginia,6,3,0,0.66667,99,233,-134
Anton 'Andy' Pilney,1954,Tulane,1,6,3,0.25,46,144,-98
Anton 'Andy' Pilney,1955,Tulane,5,4,1,0.55,163,136,27
Anton 'Andy' Pilney,1956,Tulane,6,4,0,0.6,124,123,1
Anton 'Andy' Pilney,1957,Tulane,2,8,0,0.2,91,195,-104
Anton 'Andy' Pilney,1958,Tulane,3,7,0,0.3,105,189,-84
Anton 'Andy' Pilney,1959,Tulane,3,6,1,0.35,94,176,-82
Anton 'Andy' Pilney,1960,Tulane,3,6,1,0.35,132,140,-8
Anton 'Andy' Pilney,1961,Tulane,2,8,0,0.2,60,225,-165
Appleton A. Mason,1910,Tulane,0,7,0,0,6,126,-120
Appleton A. Mason,1911,Tulane,5,3,1,0.61111,105,46,59
Appleton A. Mason,1912,Tulane,5,3,0,0.625,217,99,118
Appleton A. Mason,1918,New York (NY),0,4,0,0,2,38,-36
Ara R. Parseghian,1951,Miami (OH),7,3,0,0.7,225,159,66
Ara R. Parseghian,1952,Miami (OH),8,1,0,0.88889,284,108,176
Ara R. Parseghian,1953,Miami (OH),7,1,1,0.83333,327,52,275
Ara R. Parseghian,1954,Miami (OH),8,1,0,0.88889,294,82,212
Ara R. Parseghian,1955,Miami (OH),9,0,0,1,226,47,179
Ara R. Parseghian,1956,Northwestern,4,4,1,0.5,107,112,-5
Ara R. Parseghian,1957,Northwestern,0,9,0,0,57,271,-214
Ara R. Parseghian,1958,Northwestern,5,4,0,0.55556,199,148,51
Ara R. Parseghian,1959,Northwestern,6,3,0,0.66667,174,134,40
Ara R. Parseghian,1960,Northwestern,5,4,0,0.55556,107,103,4
Ara R. Parseghian,1961,Northwestern,4,5,0,0.44444,131,105,26
Ara R. Parseghian,1962,Northwestern,7,2,0,0.77778,237,158,79
Ara R. Parseghian,1963,Northwestern,5,4,0,0.55556,162,124,38
Ara R. Parseghian,1964,Notre Dame,9,1,0,0.9,287,77,210
Ara R. Parseghian,1965,Notre Dame,7,2,1,0.75,270,73,197
Ara R. Parseghian,1966,Notre Dame,9,0,1,0.95,362,38,324
Ara R. Parseghian,1967,Notre Dame,8,2,0,0.8,337,124,213
Ara R. Parseghian,1968,Notre Dame,7,2,1,0.75,376,170,206
Ara R. Parseghian,1969,Notre Dame,8,2,1,0.77273,351,134,217
Ara R. Parseghian,1970,Notre Dame,10,1,0,0.90909,354,108,246
Ara R. Parseghian,1971,Notre Dame,8,2,0,0.8,225,86,139
Ara R. Parseghian,1972,Notre Dame,8,3,0,0.72727,289,192,97
Ara R. Parseghian,1973,Notre Dame,11,0,0,1,382,89,293
Ara R. Parseghian,1974,Notre Dame,10,2,0,0.83333,318,147,171
Archer Reilly,1919,Marshall,8,0,0,1,302,13,289
Archie Eves,1899,Akron,2,1,0,0.66667,26,11,15
Archie Kodros,1951,Hawaii,4,7,0,0.36364,226,292,-66
Archie R. Web,1905,Baylor,1,6,0,0.14286,20,159,-139
Arnold Winkenhofer,1942,Western Kentucky,3,4,1,0.4375,70,167,-97
Art Baker,1973,Furman,7,4,0,0.63636,255,181,74
Art Baker,1974,Furman,5,6,0,0.45455,129,166,-37
Art Baker,1975,Furman,5,5,1,0.5,210,155,55
Art Baker,1976,Furman,6,4,1,0.59091,226,159,67
Art Baker,1977,Furman,4,5,2,0.45455,230,197,33
Art Baker,1978,The Citadel,5,6,0,0.45455,201,246,-45
Art Baker,1979,The Citadel,6,5,0,0.54545,253,277,-24
Art Baker,1980,The Citadel,7,4,0,0.63636,269,178,91
Art Baker,1981,The Citadel,7,3,1,0.68182,252,151,101
Art Baker,1982,The Citadel,5,6,0,0.45455,150,230,-80
Art Baker,1985,East Carolina,2,9,0,0.18182,161,281,-120
Art Baker,1986,East Carolina,3,8,0,0.27273,187,364,-177
Art Baker,1987,East Carolina,5,6,0,0.45455,229,330,-101
Art Baker,1988,East Carolina,3,8,0,0.27273,281,325,-44
Art Briles,2003,Houston,7,6,0,0.53846,448,468,-20
Art Briles,2004,Houston,3,8,0,0.27273,230,354,-124
Art Briles,2005,Houston,6,6,0,0.5,337,324,13
Art Briles,2006,Houston,10,4,0,0.71429,462,329,133
Art Briles,2007,Houston,8,4,0,0.66667,436,359,77
Art Briles,2008,Baylor,4,8,0,0.33333,336,352,-16
Art Briles,2009,Baylor,4,8,0,0.33333,249,327,-78
Art Briles,2010,Baylor,7,6,0,0.53846,405,396,9
Art Briles,2011,Baylor,10,3,0,0.76923,589,484,105
Art C. Jones,1895,Virginia Tech,4,2,0,0.66667,69,76,-7
Art C. Jones,1896,Virginia Tech,5,2,1,0.6875,158,50,108
Art C. Jones,1901,Ohio,6,3,2,0.63636,108,88,20
Art Powell,1916,Buffalo,3,5,2,0.4,24,88,-64
Art Powell,1917,Buffalo,4,4,0,0.5,125,59,66
Art Powell,1918,Buffalo,6,1,0,0.85714,234,40,194
Art Powell,1919,Buffalo,0,5,1,0.08333,12,114,-102
Art Powell,1920,Buffalo,1,4,0,0.2,17,60,-43
Art Powell,1921,Buffalo,2,3,2,0.42857,74,105,-31
Arthur 'Pappy' Lewis,1950,West Virginia,2,8,0,0.2,163,259,-96
Arthur 'Pappy' Lewis,1951,West Virginia,5,5,0,0.5,225,190,35
Arthur 'Pappy' Lewis,1952,West Virginia,7,2,0,0.77778,234,116,118
Arthur 'Pappy' Lewis,1953,West Virginia,8,2,0,0.8,309,154,155
Arthur 'Pappy' Lewis,1954,West Virginia,8,1,0,0.88889,209,74,135
Arthur 'Pappy' Lewis,1955,West Virginia,8,2,0,0.8,285,104,181
Arthur 'Pappy' Lewis,1956,West Virginia,6,4,0,0.6,130,106,24
Arthur 'Pappy' Lewis,1957,West Virginia,7,2,1,0.75,179,118,61
Arthur 'Pappy' Lewis,1958,West Virginia,4,5,1,0.45,268,200,68
Arthur 'Pappy' Lewis,1959,West Virginia,3,7,0,0.3,74,204,-130
Arthur B. Woodford,1887,Indiana,0,1,0,0,8,10,-2
Arthur B. Woodford,1888,Indiana,0,0,1,0.5,0,0,0
Arthur Devlin,1902,North Carolina State,3,4,2,0.44444,81,42,39
Arthur Devlin,1903,North Carolina State,4,4,0,0.5,142,74,68
Arthur E. Brides,1909,North Carolina,5,2,0,0.71429,54,18,36
Arthur E. Brides,1910,North Carolina,3,6,0,0.33333,70,67,3
Arthur E. Brides,1912,Massachusetts,2,5,2,0.33333,76,126,-50
Arthur E. Brides,1913,Massachusetts,4,3,0,0.57143,96,41,55
Arthur E. Brides,1914,Massachusetts,2,5,0,0.28571,36,84,-48
Arthur E. Brides,1915,Massachusetts,4,2,2,0.625,113,54,59
Arthur F. 'Archie' Hoxton,1899,Virginia,4,3,2,0.55556,92,88,4
Arthur F. 'Archie' Hoxton,1900,Virginia,7,2,1,0.75,186,37,149
Arthur F. 'Art' Smith,1918,Tulsa,1,2,0,0.33333,9,56,-47
Arthur H. Badenoch,1910,New Mexico State,3,2,0,0.6,61,23,38
Arthur H. Badenoch,1911,New Mexico State,7,0,0,1,192,6,186
Arthur H. Badenoch,1912,New Mexico State,5,1,0,0.83333,256,24,232
Arthur H. Badenoch,1913,New Mexico State,7,0,1,0.9375,124,24,100
Arthur H. Curtis,1902,Kansas,6,4,0,0.6,108,93,15
Arthur H. Curtis,1903,Wisconsin,6,3,1,0.65,305,67,238
Arthur H. Curtis,1904,Wisconsin,5,3,0,0.625,265,74,191
Arthur Hinaman,1911,Ohio,3,3,2,0.5,88,44,44
Arthur Hinaman,1912,Ohio,1,7,1,0.16667,48,168,-120
Arthur J. Bergman,1920,New Mexico State,5,1,1,0.78571,159,62,97
Arthur J. Bergman,1921,New Mexico State,4,2,0,0.66667,126,37,89
Arthur J. Bergman,1922,New Mexico State,6,2,0,0.75,210,53,157
Arthur Jones,1921,Fresno State,2,5,0,0.28571,49,121,-72
Arthur Jones,1922,Fresno State,6,1,3,0.75,126,31,95
Arthur Jones,1923,Fresno State,7,2,0,0.77778,211,108,103
Arthur Jones,1924,Fresno State,7,2,0,0.77778,132,44,88
Arthur Jones,1925,Fresno State,2,6,1,0.27778,122,192,-70
Arthur Jones,1926,Fresno State,5,3,1,0.61111,140,107,33
Arthur Jones,1927,Fresno State,3,3,2,0.5,52,90,-38
Arthur Jones,1928,Fresno State,2,5,1,0.3125,56,188,-132
Arthur K. Smith,1904,Miami (OH),1,5,0,0.16667,12,283,-271
Arthur L 'Art' Guepe,1946,Virginia,4,4,1,0.5,180,170,10
Arthur L 'Art' Guepe,1947,Virginia,7,3,0,0.7,244,99,145
Arthur L 'Art' Guepe,1948,Virginia,5,3,1,0.61111,175,157,18
Arthur L 'Art' Guepe,1949,Virginia,7,2,0,0.77778,199,121,78
Arthur L 'Art' Guepe,1950,Virginia,8,2,0,0.8,260,151,109
Arthur L 'Art' Guepe,1951,Virginia,8,1,0,0.88889,278,104,174
Arthur L 'Art' Guepe,1952,Virginia,8,2,0,0.8,297,90,207
Arthur L 'Art' Guepe,1953,Vanderbilt,3,7,0,0.3,131,258,-127
Arthur L 'Art' Guepe,1954,Vanderbilt,2,7,0,0.22222,134,169,-35
Arthur L 'Art' Guepe,1955,Vanderbilt,8,3,0,0.72727,240,86,154
Arthur L 'Art' Guepe,1956,Vanderbilt,5,5,0,0.5,147,113,34
Arthur L 'Art' Guepe,1957,Vanderbilt,5,3,2,0.6,113,108,5
Arthur L 'Art' Guepe,1958,Vanderbilt,5,2,3,0.65,131,71,60
Arthur L 'Art' Guepe,1959,Vanderbilt,5,3,2,0.6,138,106,32
Arthur L 'Art' Guepe,1960,Vanderbilt,3,7,0,0.3,74,193,-119
Arthur L 'Art' Guepe,1961,Vanderbilt,2,8,0,0.2,95,220,-125
Arthur L 'Art' Guepe,1962,Vanderbilt,1,9,0,0.1,62,215,-153
Arthur L. Valpey,1948,Harvard,4,4,0,0.5,130,184,-54
Arthur L. Valpey,1949,Harvard,1,8,0,0.11111,103,276,-173
Arthur L. Valpey,1950,Connecticut,3,5,0,0.375,82,134,-52
Arthur L. Valpey,1951,Connecticut,4,4,0,0.5,106,102,4
Arthur McFarland,1906,Ohio,7,1,0,0.875,158,28,130
Arthur McFarland,1907,Ohio,3,4,1,0.4375,76,139,-63
Arthur McFarland,1908,Ohio,3,5,0,0.375,100,65,35
Arthur P. Robinson,1901,Rutgers,0,7,0,0,5,133,-128
Arthur Parmalee,1906,Miami (OH),1,5,1,0.21429,16,55,-39
Arthur R. Hall,1904,Illinois,9,2,1,0.79167,232,42,190
Arthur R. Hall,1907,Illinois,3,2,0,0.6,64,81,-17
Arthur R. Hall,1908,Illinois,5,1,1,0.78571,140,37,103
Arthur R. Hall,1909,Illinois,5,2,0,0.71429,115,39,76
Arthur R. Hall,1910,Illinois,7,0,0,1,89,0,89
Arthur R. Hall,1911,Illinois,4,2,1,0.64286,81,51,30
Arthur R. Hall,1912,Illinois,3,3,1,0.5,122,48,74
Arthur R.T. 'Doc' Hillebrand,1901,Navy,6,4,1,0.59091,113,81,32
Arthur R.T. 'Doc' Hillebrand,1902,Navy,2,7,1,0.25,35,99,-64
Arthur R.T. 'Doc' Hillebrand,1903,Princeton,11,0,0,1,259,6,253
Arthur R.T. 'Doc' Hillebrand,1904,Princeton,8,2,0,0.8,181,34,147
Arthur R.T. 'Doc' Hillebrand,1905,Princeton,8,2,0,0.8,229,45,184
Arthur St. L. 'Texas' Mosse,1903,Pittsburgh,0,9,1,0.05,26,271,-245
Arthur St. L. 'Texas' Mosse,1904,Pittsburgh,10,0,0,1,406,5,401
Arthur St. L. 'Texas' Mosse,1905,Pittsburgh,10,2,0,0.83333,405,36,369
Arthur St. L. 'Texas' Mosse,1912,Kansas,4,4,0,0.5,128,45,83
Arthur St. L. 'Texas' Mosse,1913,Kansas,5,3,0,0.625,120,40,80
Arthur W. 'Slick' Morton,1942,Southeastern Louisiana,5,5,0,0.5,242,152,90
Arthur W. 'Slick' Morton,1947,VMI,3,5,1,0.38889,120,152,-32
Arthur W. 'Slick' Morton,1948,VMI,6,3,0,0.66667,184,116,68
Arthur W. 'Slick' Morton,1949,Mississippi State,0,8,1,0.05556,38,224,-186
Arthur W. 'Slick' Morton,1950,Mississippi State,4,5,0,0.44444,169,137,32
Arthur W. 'Slick' Morton,1951,Mississippi State,4,5,0,0.44444,82,127,-45
Arthur White,1902,Boston College,0,8,0,0,11,164,-153
Augie Tammariello,1974,Louisiana-Lafayette,2,9,0,0.18182,149,287,-138
Augie Tammariello,1975,Louisiana-Lafayette,6,5,0,0.54545,259,233,26
Augie Tammariello,1976,Louisiana-Lafayette,7,4,0,0.63636,261,148,113
Augie Tammariello,1977,Louisiana-Lafayette,6,4,2,0.58333,239,181,58
Augie Tammariello,1978,Louisiana-Lafayette,3,8,0,0.27273,127,229,-102
Augie Tammariello,1979,Louisiana-Lafayette,4,7,0,0.36364,147,168,-21
Austin Jones,1909,Hawaii,2,2,0,0.5,16,39,-23
Austin Jones,1910,Hawaii,4,2,0,0.66667,79,16,63
Austin Jones,1911,Hawaii,2,2,0,0.5,32,49,-17
Authur L. Burkholder,1926,New Mexico State,5,3,1,0.61111,90,65,25
B.B. O'Mara,1920,Southern Miss,5,2,1,0.6875,182,82,100
B.C. 'Burr' Chamberlain,1899,Stanford,2,5,2,0.33333,61,78,-17
B.C. 'Burr' Chamberlain,1903,Navy,4,7,1,0.375,77,130,-53
B.N. Wilson,1897,Arkansas,2,0,1,0.83333,42,6,36
B.N. Wilson,1898,Arkansas,2,1,0,0.66667,37,42,-5
Barry Alvarez,1990,Wisconsin,1,10,0,0.09091,133,285,-152
Barry Alvarez,1991,Wisconsin,5,6,0,0.45455,172,194,-22
Barry Alvarez,1992,Wisconsin,5,6,0,0.45455,212,199,13
Barry Alvarez,1993,Wisconsin,10,1,1,0.875,354,195,159
Barry Alvarez,1994,Wisconsin,8,3,1,0.70833,357,238,119
Barry Alvarez,1995,Wisconsin,4,5,2,0.45455,235,253,-18
Barry Alvarez,1996,Wisconsin,8,5,0,0.61538,377,243,134
Barry Alvarez,1997,Wisconsin,8,5,0,0.61538,291,306,-15
Barry Alvarez,1998,Wisconsin,11,1,0,0.91667,382,143,239
Barry Alvarez,1999,Wisconsin,10,2,0,0.83333,409,154,255
Barry Alvarez,2000,Wisconsin,9,4,0,0.69231,328,265,63
Barry Alvarez,2001,Wisconsin,5,7,0,0.41667,313,346,-33
Barry Alvarez,2002,Wisconsin,8,6,0,0.57143,372,322,50
Barry Alvarez,2003,Wisconsin,7,6,0,0.53846,355,306,49
Barry Alvarez,2004,Wisconsin,9,3,0,0.75,249,185,64
Barry Alvarez,2005,Wisconsin,10,3,0,0.76923,446,309,137
Barry Switzer,1973,Oklahoma,10,0,1,0.95455,400,133,267
Barry Switzer,1974,Oklahoma,11,0,0,1,473,92,381
Barry Switzer,1975,Oklahoma,11,1,0,0.91667,344,154,190
Barry Switzer,1976,Oklahoma,9,2,1,0.79167,326,192,134
Barry Switzer,1977,Oklahoma,10,2,0,0.83333,401,217,184
Barry Switzer,1978,Oklahoma,11,1,0,0.91667,471,175,296
Barry Switzer,1979,Oklahoma,11,1,0,0.91667,406,145,261
Barry Switzer,1980,Oklahoma,10,2,0,0.83333,396,209,187
Barry Switzer,1981,Oklahoma,7,4,1,0.625,341,193,148
Barry Switzer,1982,Oklahoma,8,4,0,0.66667,317,203,114
Barry Switzer,1983,Oklahoma,8,4,0,0.66667,312,222,90
Barry Switzer,1984,Oklahoma,9,2,1,0.79167,306,164,142
Barry Switzer,1985,Oklahoma,11,1,0,0.91667,371,103,268
Barry Switzer,1986,Oklahoma,11,1,0,0.91667,508,81,427
Barry Switzer,1987,Oklahoma,11,1,0,0.91667,493,102,391
Barry Switzer,1988,Oklahoma,9,3,0,0.75,332,160,172
Barry Wilson,1990,Duke,4,7,0,0.36364,240,295,-55
Barry Wilson,1991,Duke,4,6,1,0.40909,231,280,-49
Barry Wilson,1992,Duke,2,9,0,0.18182,265,343,-78
Barry Wilson,1993,Duke,3,8,0,0.27273,214,349,-135
Bart Gatling,1893,North Carolina State,2,0,0,1,25,6,19
Bart Gatling,1894,North Carolina State,0,2,0,0,0,60,-60
Bart Gatling,1895,North Carolina State,2,2,1,0.5,76,82,-6
Beattie Feathers,1942,Appalachian State,5,2,1,0.6875,140,67,73
Beattie Feathers,1944,North Carolina State,7,2,0,0.77778,173,63,110
Beattie Feathers,1945,North Carolina State,3,6,0,0.33333,131,144,-13
Beattie Feathers,1946,North Carolina State,8,3,0,0.72727,226,101,125
Beattie Feathers,1947,North Carolina State,5,3,1,0.61111,92,57,35
Beattie Feathers,1948,North Carolina State,3,6,1,0.35,107,128,-21
Beattie Feathers,1949,North Carolina State,3,7,0,0.3,134,192,-58
Beattie Feathers,1950,North Carolina State,5,4,1,0.55,92,119,-27
Beattie Feathers,1951,North Carolina State,3,7,0,0.3,141,203,-62
Ben C. Cubbage,1921,Virginia Tech,7,3,0,0.7,191,50,141
Ben C. Cubbage,1922,Virginia Tech,8,1,1,0.85,262,32,230
Ben C. Cubbage,1923,Virginia Tech,6,3,0,0.66667,116,55,61
Ben C. Cubbage,1924,Virginia Tech,4,2,3,0.61111,103,18,85
Ben C. Cubbage,1925,Virginia Tech,5,3,2,0.6,39,52,-13
Ben Collins,1957,UTEP,6,3,0,0.66667,202,168,34
Ben Collins,1958,UTEP,2,7,0,0.22222,92,179,-87
Ben Collins,1959,UTEP,3,7,0,0.3,163,191,-28
Ben Collins,1960,UTEP,4,5,1,0.45,167,176,-9
Ben Collins,1961,UTEP,3,7,0,0.3,176,283,-107
Ben Cregor,1933,Louisville,1,7,0,0.125,26,214,-188
Ben Cregor,1934,Louisville,2,5,0,0.28571,40,104,-64
Ben Cregor,1935,Louisville,1,6,1,0.1875,47,133,-86
Ben Donnelly,1893,Iowa,3,4,0,0.42857,178,161,17
Ben Hurt,1975,Middle Tennessee State,4,7,0,0.36364,189,254,-65
Ben Hurt,1976,Middle Tennessee State,4,7,0,0.36364,205,281,-76
Ben Hurt,1977,Middle Tennessee State,3,8,0,0.27273,125,283,-158
Ben Hurt,1978,Middle Tennessee State,1,9,1,0.13636,95,340,-245
Ben Martin,1956,Virginia,4,6,0,0.4,92,167,-75
Ben Martin,1957,Virginia,3,6,1,0.35,117,171,-54
Ben Martin,1958,Air Force,9,0,2,0.90909,247,102,145
Ben Martin,1959,Air Force,5,4,1,0.55,160,124,36
Ben Martin,1960,Air Force,4,6,0,0.4,147,178,-31
Ben Martin,1961,Air Force,3,7,0,0.3,87,173,-86
Ben Martin,1962,Air Force,5,5,0,0.5,173,171,2
Ben Martin,1963,Air Force,7,4,0,0.63636,249,150,99
Ben Martin,1964,Air Force,4,5,1,0.45,106,146,-40
Ben Martin,1965,Air Force,3,6,1,0.35,166,156,10
Ben Martin,1966,Air Force,4,6,0,0.4,154,161,-7
Ben Martin,1967,Air Force,2,6,2,0.3,86,173,-87
Ben Martin,1968,Air Force,7,3,0,0.7,251,156,95
Ben Martin,1969,Air Force,6,4,0,0.6,267,177,90
Ben Martin,1970,Air Force,9,3,0,0.75,356,239,117
Ben Martin,1971,Air Force,6,4,0,0.6,187,187,0
Ben Martin,1972,Air Force,6,4,0,0.6,303,183,120
Ben Martin,1973,Air Force,6,4,0,0.6,223,239,-16
Ben Martin,1974,Air Force,2,9,0,0.18182,178,215,-37
Ben Martin,1975,Air Force,2,8,1,0.22727,156,265,-109
Ben Martin,1976,Air Force,4,7,0,0.36364,180,273,-93
Ben Martin,1977,Air Force,2,8,1,0.22727,114,296,-182
Benjamin H. 'Ben' Winlkeman,1940,San Jose State,11,1,0,0.91667,263,62,201
Benjamin H. 'Ben' Winlkeman,1941,San Jose State,5,3,3,0.59091,149,96,53
Benjamin L. 'Ben' Crosby,1892,Navy,5,2,0,0.71429,146,64,82
Bennie Ellender,1963,Arkansas State,2,6,0,0.25,159,174,-15
Bennie Ellender,1964,Arkansas State,7,0,2,0.88889,148,61,87
Bennie Ellender,1965,Arkansas State,6,3,0,0.66667,157,107,50
Bennie Ellender,1966,Arkansas State,7,2,0,0.77778,222,109,113
Bennie Ellender,1967,Arkansas State,4,5,0,0.44444,126,116,10
Bennie Ellender,1968,Arkansas State,7,3,1,0.68182,245,172,73
Bennie Ellender,1969,Arkansas State,8,1,1,0.85,262,140,122
Bennie Ellender,1970,Arkansas State,11,0,0,1,360,134,226
Bennie Ellender,1971,Tulane,3,8,0,0.27273,152,215,-63
Bennie Ellender,1972,Tulane,6,5,0,0.54545,212,165,47
Bennie Ellender,1973,Tulane,9,3,0,0.75,228,194,34
Bennie Ellender,1974,Tulane,5,6,0,0.45455,176,214,-38
Bennie Ellender,1975,Tulane,4,7,0,0.36364,123,192,-69
Bennie G. Oosterbaan,1948,Michigan,9,0,0,1,252,44,208
Bennie G. Oosterbaan,1949,Michigan,6,2,1,0.72222,135,85,50
Bennie G. Oosterbaan,1950,Michigan,6,3,1,0.65,150,114,36
Bennie G. Oosterbaan,1951,Michigan,4,5,0,0.44444,135,122,13
Bennie G. Oosterbaan,1952,Michigan,5,4,0,0.55556,207,134,73
Bennie G. Oosterbaan,1953,Michigan,6,3,0,0.66667,163,101,62
Bennie G. Oosterbaan,1954,Michigan,6,3,0,0.66667,139,87,52
Bennie G. Oosterbaan,1955,Michigan,7,2,0,0.77778,179,94,85
Bennie G. Oosterbaan,1956,Michigan,7,2,0,0.77778,233,123,110
Bennie G. Oosterbaan,1957,Michigan,5,3,1,0.61111,187,147,40
Bennie G. Oosterbaan,1958,Michigan,2,6,1,0.27778,132,211,-79
Bennie Owen,1905,Oklahoma,7,2,0,0.77778,229,55,174
Bennie Owen,1906,Oklahoma,5,2,2,0.66667,124,36,88
Bennie Owen,1907,Oklahoma,4,4,0,0.5,181,75,106
Bennie Owen,1908,Oklahoma,8,1,1,0.85,272,35,237
Bennie Owen,1909,Oklahoma,6,4,0,0.6,203,107,96
Bennie Owen,1910,Oklahoma,4,2,1,0.64286,163,31,132
Bennie Owen,1911,Oklahoma,8,0,0,1,282,15,267
Bennie Owen,1912,Oklahoma,5,4,0,0.55556,197,80,117
Bennie Owen,1913,Oklahoma,6,2,0,0.75,323,44,279
Bennie Owen,1914,Oklahoma,9,1,1,0.86364,440,96,344
Bennie Owen,1915,Oklahoma,10,0,0,1,370,54,316
Bennie Owen,1916,Oklahoma,6,5,0,0.54545,472,115,357
Bennie Owen,1917,Oklahoma,6,4,1,0.59091,451,103,348
Bennie Owen,1918,Oklahoma,6,0,0,1,278,7,271
